sg_partido,uf,esfera,valor,numero_candidatos
DEM,AP,senado,750000,4
DEM,BA,senado,5892500,21
DEM,CE,senado,1010000,3
DEM,DF,senado,855000,1
DEM,ES,senado,1650000,1
DEM,GO,senado,1890983.56,7
DEM,MA,senado,866000,2
DEM,MG,senado,5250112.57,13
DEM,MS,senado,1550000,2
DEM,MT,senado,1600000,3
DEM,PA,senado,1483000,4
DEM,PB,senado,1110476.36,2
DEM,PE,senado,4024000,4
DEM,PI,senado,1303784.06,2
DEM,PR,senado,1640000,2
DEM,RJ,senado,12445600,17
DEM,RN,senado,1314795.05,1
DEM,RO,senado,1597920,6
DEM,RR,senado,1130000,3
DEM,RS,senado,1100000,2
DEM,SC,senado,159080,2
DEM,SP,senado,5079400,10
DEM,TO,senado,2760570,2
MDB,AC,senado,5158000,4
MDB,AL,senado,2115600,3
MDB,AM,senado,3982031.8,8
MDB,AP,senado,4595845,5
MDB,BA,senado,3000019.1,30
MDB,CE,senado,6758871.44,6
MDB,DF,senado,2578885.08,3
MDB,ES,senado,2514835.5,3
MDB,GO,senado,1407750,7
MDB,MA,senado,6872500,9
MDB,MG,senado,11365693.78,19
MDB,MS,senado,3811960,12
MDB,MT,senado,5010100,7
MDB,PA,senado,7568400,5
MDB,PB,senado,2539800,10
MDB,PE,senado,2984622.96,2
MDB,PI,senado,2218150,4
MDB,PR,senado,6014600,16
MDB,RJ,senado,11703160.95,18
MDB,RN,senado,4362562.5,5
MDB,RO,senado,7820000,6
MDB,RR,senado,5162160,4
MDB,RS,senado,15294450,26
MDB,SC,senado,7129000,11
MDB,SE,senado,2256617.68,4
MDB,SP,senado,10978985.44,65
MDB,TO,senado,2360000,1
NOVO,AL,senado,5797.48,3
NOVO,BA,senado,32623.28,8
NOVO,CE,senado,8596.34,5
NOVO,DF,senado,9404.96,6
NOVO,ES,senado,12810.68,7
NOVO,GO,senado,10094.96,6
NOVO,MG,senado,113954.28,37
NOVO,MS,senado,8311.8,5
NOVO,MT,senado,27704.84,14
NOVO,PB,senado,4848.0599999999995,2
NOVO,PE,senado,38304.85,9
NOVO,PR,senado,178486.56,16
NOVO,RJ,senado,73065.71,18
NOVO,RN,senado,20495.8,5
NOVO,RO,senado,23664.45,4
NOVO,RS,senado,120818.97,18
NOVO,SC,senado,68318.4,16
NOVO,SE,senado,2198.3199999999997,2
NOVO,SP,senado,110906.68,18
PATRI,AM,senado,280.1,4
PATRI,BA,senado,232206.33,34
PATRI,CE,senado,124704.35,18
PATRI,DF,senado,40000,1
PATRI,MG,senado,1678947.4,15
PATRI,MT,senado,4800,3
PATRI,PB,senado,50000,1
PATRI,PE,senado,378785.9,20
PATRI,PI,senado,5998.2,1
PATRI,PR,senado,115680,2
PATRI,RJ,senado,751278,8
PATRI,RR,senado,216398,8
PATRI,RS,senado,86530.84,5
PATRI,SC,senado,27421.95,16
PATRI,SE,senado,300000,1
PATRI,SP,senado,3338917.4,75
PATRI,TO,senado,8312,1
PCB,AL,senado,13929.59,1
PCB,DF,senado,10101.11,1
PCB,ES,senado,19939.15,1
PCB,GO,senado,7671.96,2
PCB,MA,senado,12178.650000000001,3
PCB,MG,senado,199608.35,13
PCB,PA,senado,10101.11,1
PCB,PE,senado,112611.11,4
PCB,PI,senado,41086.04,2
PCB,RJ,senado,174998.22,2
PCB,RR,senado,172219.5,2
PCB,RS,senado,21086.04,2
PCB,SC,senado,10543.02,2
PCB,SP,senado,44198.65,2
PC do B,AC,senado,899232.95,1
PC do B,AL,senado,64639.399999999994,4
PC do B,AM,senado,2041199.95,9
PC do B,AP,senado,896500,1
PC do B,BA,senado,2810335.87,2
PC do B,CE,senado,2110480.51,3
PC do B,DF,senado,74760,2
PC do B,ES,senado,1063606.81,1
PC do B,GO,senado,175168.65,3
PC do B,MA,senado,1604300,4
PC do B,MG,senado,1476948.46,1
PC do B,MS,senado,120600,2
PC do B,MT,senado,1671696.55,2
PC do B,PA,senado,1237594.58,1
PC do B,PB,senado,109590,4
PC do B,PE,senado,1348940.57,1
PC do B,PI,senado,33267.5,1
PC do B,PR,senado,5000,1
PC do B,RJ,senado,1384935,9
PC do B,RN,senado,29460,6
PC do B,RO,senado,15000,1
PC do B,RR,senado,25000,1
PC do B,RS,senado,1008120.75,25
PC do B,SC,senado,1181207.38,1
PC do B,SE,senado,554000,2
PC do B,SP,senado,1049744.11,2
PC do B,TO,senado,700,1
PCO,BA,senado,5050,3
PCO,GO,senado,3700,2
PCO,PI,senado,1600,1
PCO,PR,senado,2200,2
PCO,RN,senado,600,1
PDT,AC,senado,250471.77,14
PDT,AL,senado,650000,2
PDT,AM,senado,541200,3
PDT,AP,senado,176028,7
PDT,BA,senado,1256295.52,26
PDT,CE,senado,2290000,7
PDT,DF,senado,25700,3
PDT,ES,senado,759896.7,5
PDT,GO,senado,1518566.19,1
PDT,MA,senado,3332700,8
PDT,MG,senado,1646833.18,25
PDT,MS,senado,730000,4
PDT,MT,senado,1200666.45,4
PDT,PA,senado,947000,4
PDT,PB,senado,570000,1
PDT,PE,senado,794097.96,3
PDT,PI,senado,601500,1
PDT,PR,senado,1658000,10
PDT,RJ,senado,1695454.31,28
PDT,RN,senado,270000,2
PDT,RO,senado,124000,3
PDT,RR,senado,1320000,3
PDT,RS,senado,1551220,12
PDT,SC,senado,890000,1
PDT,SE,senado,186850,3
PDT,SP,senado,1166500,20
PDT,TO,senado,7500,1
PHS,AC,senado,26974.27,2
PHS,AL,senado,38490.87,4
PHS,AM,senado,96485,2
PHS,AP,senado,520000,6
PHS,BA,senado,388735.86,14
PHS,CE,senado,47379.5,4
PHS,DF,senado,297721.36,3
PHS,ES,senado,100000,2
PHS,GO,senado,827335.67,20
PHS,MA,senado,427300,7
PHS,MG,senado,3129887.22,61
PHS,MS,senado,36000,3
PHS,MT,senado,51200,3
PHS,PA,senado,26250,1
PHS,PB,senado,42750,5
PHS,PE,senado,445929.67,10
PHS,PI,senado,139000,4
PHS,PR,senado,223208,8
PHS,RJ,senado,228500,58
PHS,RN,senado,948350,5
PHS,RO,senado,14311,4
PHS,RR,senado,339592.07,7
PHS,RS,senado,11031.42,3
PHS,SE,senado,32298.33,3
PHS,SP,senado,243642.5,7
PHS,TO,senado,21564,2
PMB,AC,senado,30000,1
PMB,AM,senado,3100,2
PMB,BA,senado,385000,1
PMB,DF,senado,27000,1
PMB,ES,senado,37486,5
PMB,MA,senado,55000,2
PMB,PA,senado,80000,1
PMB,RJ,senado,453601.21,17
PMB,RR,senado,21120,2
PMB,RS,senado,19800,2
PMN,AC,senado,150000,1
PMN,AL,senado,900000,1
PMN,AM,senado,120000,3
PMN,AP,senado,10450,4
PMN,BA,senado,209000,7
PMN,CE,senado,620000,2
PMN,DF,senado,150000,1
PMN,ES,senado,300,1
PMN,GO,senado,81886.19,2
PMN,MA,senado,703000,9
PMN,MG,senado,185030,4
PMN,MS,senado,50000,1
PMN,MT,senado,40630,1
PMN,PA,senado,100000,1
PMN,PB,senado,250000,1
PMN,PE,senado,170000,1
PMN,PI,senado,80000,1
PMN,PR,senado,500000,1
PMN,RJ,senado,679609.8,12
PMN,RN,senado,250000,1
PMN,RO,senado,210000,3
PMN,RS,senado,210509.42,2
PMN,SC,senado,67847.26,6
PMN,SE,senado,100000,1
PMN,SP,senado,391000,8
PMN,TO,senado,150000,1
PODE,AC,senado,100000,1
PODE,AM,senado,19600,4
PODE,AP,senado,1050000,1
PODE,BA,senado,865000,2
PODE,CE,senado,700000,1
PODE,DF,senado,750553.6,1
PODE,ES,senado,1200,6
PODE,GO,senado,447846.19,3
PODE,MA,senado,885000,4
PODE,MG,senado,2735229.42,16
PODE,MS,senado,800,4
PODE,MT,senado,1001720,2
PODE,PA,senado,777400,1
PODE,PB,senado,1000000,1
PODE,PE,senado,1000000,1
PODE,PR,senado,631174.42,4
PODE,RJ,senado,1338276.9,30
PODE,RN,senado,870000,3
PODE,RO,senado,623000,1
PODE,RR,senado,26487.86,6
PODE,RS,senado,1250000,2
PODE,SC,senado,303500,1
PODE,SP,senado,7151061.94,33
PP,AC,senado,1322040,3
PP,AL,senado,4918450,5
PP,AM,senado,1897386,1
PP,AP,senado,1634541,1
PP,BA,senado,8470822,7
PP,CE,senado,3416037.5,3
PP,DF,senado,3318490,2
PP,ES,senado,2742747.81,7
PP,GO,senado,8972927.2,6
PP,MA,senado,3570528,4
PP,MG,senado,10335651.27,6
PP,MT,senado,3828379.83,2
PP,PA,senado,1593372,1
PP,PB,senado,6633413.19,8
PP,PE,senado,7431501.15,4
PP,PI,senado,10073932.5,6
PP,PR,senado,8382925.83,10
PP,RJ,senado,6880119.03,12
PP,RN,senado,1867000,3
PP,RO,senado,3993060,3
PP,RR,senado,1737097.2,3
PP,RS,senado,12214524.69,18
PP,SC,senado,8460165.2,10
PP,SE,senado,1731095.16,1
PP,SP,senado,8098442,6
PP,TO,senado,1756302.35,1
PPL,AC,senado,4637.5,1
PPL,AL,senado,1340,2
PPL,AP,senado,5870,3
PPL,BA,senado,114000,2
PPL,DF,senado,86312,9
PPL,ES,senado,16000,1
PPL,MG,senado,400,1
PPL,MT,senado,1800,2
PPL,PA,senado,4800,5
PPL,PE,senado,12590,11
PPL,PR,senado,37300,24
PPL,RJ,senado,32778.02,22
PPL,RR,senado,1198.5,1
PPL,RS,senado,42562.59,22
PPL,SC,senado,3000,1
PPL,SE,senado,111165.17,4
PPL,SP,senado,125538.33,43
PPS,AC,senado,498048.04,1
PPS,AL,senado,654173.85,1
PPS,AM,senado,116816.01000000001,1
PPS,BA,senado,436587.88,1
PPS,CE,senado,654064.05,5
PPS,DF,senado,1326668.11,5
PPS,ES,senado,1475646.2200000002,4
PPS,GO,senado,1168128.11,1
PPS,MA,senado,1268879.1600000001,1
PPS,MG,senado,1469251,7
PPS,MS,senado,103008.01,2
PPS,MT,senado,497377.88,5
PPS,PA,senado,1168128.11,1
PPS,PB,senado,174000,1
PPS,PE,senado,1407997.57,4
PPS,PI,senado,200926.43,4
PPS,PR,senado,1388808.4400000002,4
PPS,RJ,senado,1049841.16,14
PPS,RN,senado,100751.05,1
PPS,RO,senado,121016.01,2
PPS,RR,senado,147916.72,4
PPS,RS,senado,680313.52,31
PPS,SC,senado,1218128.1099999999,2
PPS,SE,senado,98402.1,1
PPS,SP,senado,5212047.5600000005,10
PPS,TO,senado,292032.03,1
PR,AC,senado,1500000,1
PR,AL,senado,4245545.78,2
PR,AM,senado,4667417.2,4
PR,AP,senado,3065000,7
PR,BA,senado,4780000,3
PR,CE,senado,4126666.67,4
PR,DF,senado,5205150,6
PR,ES,senado,6557975.71,4
PR,GO,senado,2000000,1
PR,MA,senado,4930000,4
PR,MG,senado,10773013.13,6
PR,MS,senado,100000,1
PR,MT,senado,1977556,2
PR,PA,senado,888515.03,1
PR,PB,senado,1760000,2
PR,PE,senado,3324000,9
PR,PI,senado,1350000,1
PR,PR,senado,6479092.19,3
PR,RJ,senado,11937126.9,25
PR,RN,senado,2240000,1
PR,RO,senado,2400000,2
PR,RR,senado,6126000,7
PR,RS,senado,2500000,7
PR,SC,senado,3300000,2
PR,SE,senado,3500000,2
PR,SP,senado,19763198.91,44
PR,TO,senado,2320000,3
PRB,AC,senado,850000,1
PRB,AL,senado,842225.39,1
PRB,AM,senado,2308380,2
PRB,AP,senado,1952976.22,1
PRB,BA,senado,4602549.81,4
PRB,CE,senado,1119020,1
PRB,DF,senado,930951.72,3
PRB,ES,senado,3283391.37,10
PRB,GO,senado,1315830,1
PRB,MA,senado,975000,2
PRB,MG,senado,6507577.28,8
PRB,MS,senado,1713250.71,4
PRB,MT,senado,3508218.19,2
PRB,PA,senado,789031,1
PRB,PB,senado,1465611.06,3
PRB,PE,senado,1673075.27,2
PRB,PI,senado,1721043.78,3
PRB,PR,senado,2049620.05,22
PRB,RJ,senado,9270460.17,49
PRB,RN,senado,1185615.6400000001,2
PRB,RO,senado,968114.69,2
PRB,RR,senado,3802000,4
PRB,RS,senado,1146816.72,7
PRB,SC,senado,1344643.76,5
PRB,SE,senado,3309385.12,3
PRB,SP,senado,22224153.6,95
PRB,TO,senado,2644575.4,3
PROS,AC,senado,316985,1
PROS,AM,senado,717250,2
PROS,AP,senado,776466.3,2
PROS,BA,senado,256140,1
PROS,CE,senado,2495818.72,31
PROS,DF,senado,3405222.33,7
PROS,ES,senado,412656.04,2
PROS,GO,senado,1793697.52,1
PROS,MA,senado,1093940,3
PROS,MG,senado,4088750.26,14
PROS,MS,senado,858950,4
PROS,MT,senado,754776.08,4
PROS,PA,senado,513885,1
PROS,PB,senado,350000,1
PROS,PE,senado,1330800,2
PROS,PI,senado,123500,1
PROS,PR,senado,881600,3
PROS,RJ,senado,3113022.5,3
PROS,RN,senado,1405000,1
PROS,RO,senado,833580,1
PROS,RS,senado,239650,1
PROS,SC,senado,341500,1
PROS,SE,senado,43331.5,1
PROS,SP,senado,1888855.49,15
PROS,TO,senado,901726.85,1
PRP,AC,senado,61883.04,3
PRP,AM,senado,2000,1
PRP,AP,senado,270803.44,2
PRP,BA,senado,215000,7
PRP,CE,senado,215,1
PRP,DF,senado,126536.88,5
PRP,ES,senado,191365.05,3
PRP,GO,senado,564153.98,5
PRP,MG,senado,196135.75,5
PRP,MS,senado,35000,1
PRP,MT,senado,120000,1
PRP,PB,senado,25000,2
PRP,PE,senado,117200,3
PRP,PI,senado,80190,8
PRP,PR,senado,25000,2
PRP,RJ,senado,493747.5,31
PRP,RO,senado,36700,3
PRP,RR,senado,19309.98,4
PRP,RS,senado,65788.57,8
PRP,SC,senado,62323,9
PRP,SP,senado,1700515.37,28
PRTB,AC,senado,4000,1
PRTB,AL,senado,200000,2
PRTB,BA,senado,84712,3
PRTB,CE,senado,49976.25,5
PRTB,DF,senado,30500,6
PRTB,ES,senado,2000,2
PRTB,GO,senado,9910.98,10
PRTB,MA,senado,29982.15,1
PRTB,MG,senado,224267.96,22
PRTB,PA,senado,4890,3
PRTB,PB,senado,12845,5
PRTB,PE,senado,24500,2
PRTB,PR,senado,12160,14
PRTB,RJ,senado,213531.2,40
PRTB,RN,senado,9613.55,4
PRTB,RR,senado,7620,4
PRTB,SC,senado,17142.86,5
PRTB,SE,senado,16600,3
PRTB,SP,senado,320945.87,39
PRTB,TO,senado,2900,7
PSB,AC,senado,1300000,1
PSB,AL,senado,1313000,2
PSB,AM,senado,775000,2
PSB,AP,senado,752500,6
PSB,BA,senado,2116439.11,5
PSB,CE,senado,1810000,3
PSB,DF,senado,4330868.87,3
PSB,ES,senado,2351055,10
PSB,GO,senado,4072117.5,2
PSB,MA,senado,600000,3
PSB,MG,senado,4904350,14
PSB,MS,senado,1300000,1
PSB,MT,senado,778616.28,4
PSB,PA,senado,1551200,2
PSB,PB,senado,2486660,3
PSB,PE,senado,9573197.24,13
PSB,PI,senado,3382500,5
PSB,PR,senado,4400000,6
PSB,RJ,senado,2059456.08,7
PSB,RN,senado,1510000,1
PSB,RO,senado,1500000,2
PSB,RR,senado,91468.57,5
PSB,RS,senado,7634790,30
PSB,SC,senado,1814968,11
PSB,SE,senado,1110235.44,7
PSB,SP,senado,11948813.5,25
PSB,TO,senado,740000,3
PSC,AC,senado,70000,1
PSC,AL,senado,500000,2
PSC,AM,senado,100000,1
PSC,AP,senado,320000,2
PSC,BA,senado,1882347.31,10
PSC,CE,senado,1272500,1
PSC,DF,senado,466042.23000000004,4
PSC,ES,senado,1040000,1
PSC,GO,senado,182456.66,3
PSC,MA,senado,1400000,1
PSC,MG,senado,3398561.2,13
PSC,MS,senado,160000,1
PSC,MT,senado,830013.2,6
PSC,PA,senado,2759813.2,2
PSC,PB,senado,1300026.4,2
PSC,PE,senado,480000,1
PSC,PI,senado,280000,1
PSC,PR,senado,2502652.1,7
PSC,RJ,senado,1262945.42,50
PSC,RN,senado,750000,2
PSC,RO,senado,467000,1
PSC,RR,senado,700960,2
PSC,RS,senado,301782.97,8
PSC,SC,senado,200000,1
PSC,SE,senado,2600000,2
PSC,SP,senado,1490000,2
PSC,TO,senado,281824.73,1
PSD,AC,senado,2020319,2
PSD,AL,senado,1499800,2
PSD,AM,senado,2520000,3
PSD,AP,senado,739000,2
PSD,BA,senado,8109773.05,11
PSD,CE,senado,1464939.8,4
PSD,DF,senado,436278.52,1
PSD,ES,senado,1016500,2
PSD,GO,senado,1620000,5
PSD,MA,senado,1399800,2
PSD,MG,senado,5063166.06,11
PSD,MS,senado,630000,2
PSD,MT,senado,1328301.9,3
PSD,PA,senado,1406005.15,4
PSD,PE,senado,1076019.51,1
PSD,PI,senado,792013.2,1
PSD,PR,senado,6783374.31,16
PSD,RJ,senado,7772756.2,18
PSD,RN,senado,1275000,2
PSD,RO,senado,718973.05,2
PSD,RR,senado,140870,3
PSD,RS,senado,1694492.45,16
PSD,SC,senado,2091484,8
PSD,SE,senado,670000,1
PSD,SP,senado,9125000,22
PSD,TO,senado,923592.1,1
PSDB,AC,senado,1629365.55,1
PSDB,AL,senado,3642025.42,4
PSDB,AM,senado,2779609.6,2
PSDB,AP,senado,1542050,3
PSDB,BA,senado,5320382.21,8
PSDB,CE,senado,4430620.35,12
PSDB,DF,senado,1571920.35,9
PSDB,ES,senado,2110350,4
PSDB,GO,senado,5304500,6
PSDB,MA,senado,4861650,12
PSDB,MG,senado,9862594.74,20
PSDB,MS,senado,3495427.75,6
PSDB,MT,senado,3260683.68,5
PSDB,PA,senado,4010869.21,7
PSDB,PB,senado,4197175,8
PSDB,PE,senado,3429750,5
PSDB,PI,senado,373009.77,4
PSDB,PR,senado,1757100,7
PSDB,RJ,senado,2796394.45,21
PSDB,RN,senado,700100,2
PSDB,RO,senado,2300000,1
PSDB,RR,senado,2550000,4
PSDB,RS,senado,3548761.07,7
PSDB,SC,senado,6674846.98,18
PSDB,SE,senado,450891.44,3
PSDB,SP,senado,23637643.14,51
PSDB,TO,senado,1246733.8,7
PSL,AC,senado,261.04,5
PSL,AL,senado,60000,1
PSL,AM,senado,5294,1
PSL,AP,senado,35000,1
PSL,BA,senado,484954.6,3
PSL,CE,senado,50000,1
PSL,DF,senado,14649.5,3
PSL,ES,senado,365884.65,6
PSL,GO,senado,457294.33,4
PSL,MA,senado,180,2
PSL,MG,senado,376845.76,44
PSL,MT,senado,75416.28,5
PSL,PA,senado,1928,1
PSL,PB,senado,572987.91,14
PSL,PE,senado,2342000,11
PSL,PR,senado,169600,9
PSL,RJ,senado,607324.83,44
PSL,RN,senado,4000,1
PSL,RR,senado,132400,6
PSL,RS,senado,258206,6
PSL,SC,senado,9116.05,15
PSL,SP,senado,763575.95,40
PSL,TO,senado,10000,8
PSOL,AC,senado,300066.64,4
PSOL,AL,senado,33138.27,3
PSOL,AM,senado,48220.26,14
PSOL,AP,senado,201719.65,6
PSOL,BA,senado,331794.28,31
PSOL,CE,senado,288779.65,25
PSOL,DF,senado,284043.92,17
PSOL,ES,senado,24657.12,8
PSOL,GO,senado,58537.07,16
PSOL,MA,senado,64881.119999999995,16
PSOL,MG,senado,267778.54,33
PSOL,MS,senado,33072.58,6
PSOL,MT,senado,294450.43,11
PSOL,PA,senado,1250945.48,19
PSOL,PB,senado,43252.29,7
PSOL,PE,senado,213390.32,31
PSOL,PI,senado,38834.68,8
PSOL,PR,senado,95900.27,31
PSOL,RJ,senado,1854827.61,38
PSOL,RN,senado,73100.37,13
PSOL,RO,senado,21775.16,3
PSOL,RR,senado,36419.81,4
PSOL,RS,senado,471963.05,39
PSOL,SC,senado,289577.96,17
PSOL,SE,senado,52312.49,10
PSOL,SP,senado,1145477.47,76
PSOL,TO,senado,49442.58,5
PSTU,DF,senado,4885.860000000001,2
PSTU,MG,senado,16200,1
PSTU,RJ,senado,25000,2
PSTU,RR,senado,1777.7799999999997,2
PSTU,SP,senado,69103,5
PT,AC,senado,4064720,7
PT,AL,senado,1000000,1
PT,AM,senado,910825.18,4
PT,BA,senado,8308360.56,13
PT,CE,senado,3944432.6,12
PT,DF,senado,2636882.35,18
PT,ES,senado,1794500,16
PT,GO,senado,1721312.3,16
PT,MA,senado,1346346,20
PT,MG,senado,15103276.62,27
PT,MS,senado,3138989.46,17
PT,MT,senado,1056666.97,2
PT,PA,senado,3496203.59,8
PT,PB,senado,2009826.41,5
PT,PE,senado,4290205,16
PT,PI,senado,2966500,7
PT,PR,senado,5776742.83,31
PT,RJ,senado,7902316.25,24
PT,RN,senado,1207886.2,7
PT,RO,senado,98000,3
PT,RR,senado,389900.41,2
PT,RS,senado,8078590.7299999995,21
PT,SC,senado,4615500,13
PT,SE,senado,2923770,4
PT,SP,senado,17705985.46,70
PT,TO,senado,1337041.72,9
PTB,AC,senado,449599.75,1
PTB,AL,senado,1709057.38,2
PTB,AM,senado,1479306.6,1
PTB,AP,senado,925018.8,8
PTB,BA,senado,2768728.64,3
PTB,CE,senado,295000,2
PTB,DF,senado,185000,1
PTB,ES,senado,191565,10
PTB,GO,senado,1602845,3
PTB,MA,senado,1330000,3
PTB,MG,senado,2740719.36,12
PTB,MS,senado,279993.4,2
PTB,MT,senado,1872353.68,2
PTB,PA,senado,1383538.05,2
PTB,PB,senado,1620539.69,2
PTB,PE,senado,1423161.93,3
PTB,PI,senado,1877821.74,1
PTB,PR,senado,3604315.89,2
PTB,RJ,senado,5803485.48,14
PTB,RO,senado,494951,1
PTB,RR,senado,107700,5
PTB,RS,senado,3899241.93,9
PTB,SC,senado,90600,1
PTB,SE,senado,59763,2
PTB,SP,senado,4342000,19
PTC,AC,senado,570000,1
PTC,AL,senado,300000,1
PTC,AM,senado,3529.3500000000004,3
PTC,AP,senado,80000,1
PTC,BA,senado,295833.28,11
PTC,DF,senado,240000,5
PTC,ES,senado,60000,1
PTC,GO,senado,253331.42,6
PTC,MA,senado,30000,3
PTC,MG,senado,524401.3,22
PTC,MS,senado,150000,1
PTC,MT,senado,80000,1
PTC,PA,senado,2380,2
PTC,PB,senado,65000,2
PTC,PE,senado,5000,5
PTC,PI,senado,560000,1
PTC,PR,senado,11500,2
PTC,RJ,senado,169750,9
PTC,RN,senado,855000,2
PTC,RO,senado,270000,1
PTC,RR,senado,303840,2
PTC,RS,senado,1528.26,6
PTC,SC,senado,10000,1
PTC,SP,senado,35000,7
PV,AC,senado,334343.2,2
PV,AL,senado,232742.2,2
PV,AM,senado,403955.54000000004,1
PV,AP,senado,72335.17,6
PV,BA,senado,1226253.88,11
PV,CE,senado,679688.01,2
PV,DF,senado,584300,2
PV,ES,senado,189457.68,5
PV,GO,senado,367285.79,5
PV,MA,senado,1718013.2,5
PV,MG,senado,1245770.91,14
PV,MS,senado,81026.94,8
PV,MT,senado,177022,9
PV,PA,senado,258283.39,2
PV,PB,senado,42700,2
PV,PE,senado,506418.31,8
PV,PI,senado,164341.48,9
PV,PR,senado,1925231.32,25
PV,RJ,senado,408813.65,13
PV,RN,senado,336831.73,1
PV,RO,senado,206010.12,5
PV,RR,senado,286469.69,7
PV,RS,senado,600000,1
PV,SC,senado,548247.01,4
PV,SE,senado,518695.52,8
PV,SP,senado,4566616.63,67
PV,TO,senado,105000,2
REDE,AC,senado,275800,3
REDE,AL,senado,725000,1
REDE,AM,senado,67092,3
REDE,AP,senado,1128530,8
REDE,BA,senado,138636.45,19
REDE,CE,senado,27174,15
REDE,DF,senado,352350,4
REDE,ES,senado,391066.66,3
REDE,GO,senado,3576.48,5
REDE,MA,senado,1890.9,2
REDE,MG,senado,173058.56,20
REDE,MS,senado,5280,3
REDE,MT,senado,216.36,5
REDE,PB,senado,140800,2
REDE,PE,senado,132200,16
REDE,PI,senado,190000,1
REDE,PR,senado,151324.99,12
REDE,RJ,senado,917400,6
REDE,RN,senado,800,1
REDE,RO,senado,65000,1
REDE,RR,senado,171100,3
REDE,RS,senado,733041.94,3
REDE,SC,senado,20800,2
REDE,SE,senado,12075,13
REDE,SP,senado,330850,23
SOLIDARIEDADE,AC,senado,1450000,1
SOLIDARIEDADE,AM,senado,280000,1
SOLIDARIEDADE,AP,senado,450000,1
SOLIDARIEDADE,BA,senado,1628000,4
SOLIDARIEDADE,CE,senado,890000,2
SOLIDARIEDADE,DF,senado,792833.97,2
SOLIDARIEDADE,ES,senado,1278000,2
SOLIDARIEDADE,GO,senado,650000,1
SOLIDARIEDADE,MA,senado,1250500,2
SOLIDARIEDADE,MG,senado,1405105.93,5
SOLIDARIEDADE,MS,senado,600000,2
SOLIDARIEDADE,MT,senado,934048.91,2
SOLIDARIEDADE,PA,senado,270000,3
SOLIDARIEDADE,PE,senado,1836400,6
SOLIDARIEDADE,PI,senado,630000,1
SOLIDARIEDADE,PR,senado,865000,1
SOLIDARIEDADE,RJ,senado,1732767.24,17
SOLIDARIEDADE,RN,senado,400642.04,12
SOLIDARIEDADE,RO,senado,660000,1
SOLIDARIEDADE,RR,senado,473476.56,6
SOLIDARIEDADE,RS,senado,1350400,3
SOLIDARIEDADE,SC,senado,907500,1
SOLIDARIEDADE,SE,senado,815000,2
SOLIDARIEDADE,SP,senado,3674738.62,45
SOLIDARIEDADE,TO,senado,1620819.4,3
