id,nome_eleitoral,sg_partido
178897,RODRIGO PACHECO - DEM/MG,DEM
141535,ROGÉRIO MARINHO - PSDB/RN,PSDB
160651,ROGÉRIO PENINHA MENDONÇA - MDB/SC,MDB
160426,ROGÉRIO ROSSO - PSD/DF,PSD
198963,ROGÉRIO SILVA - MDB/MT,MDB
141536,RÔMULO GOUVEIA - PSD/PB,PSD
160515,RONALDO BENEDET - MDB/SC,MDB
178861,RONALDO CARLETTO - PP/BA,PP
160637,RONALDO FONSECA - PODE/DF,PODE
178845,RONALDO LESSA - PDT/AL,PDT
122466,RONALDO MARTINS - PRB/CE,PRB
163321,RONALDO NOGUEIRA - PTB/RS,PTB
178870,RÔNEY NEMER - PP/DF,PP
191684,ROSÂNGELA CURADO - PDT/MA,PDT
178945,ROSANGELA GOMES - PRB/RJ,PRB
146949,ROSINHA DA ADEFAL - AVANTE/AL,AVANTE
178935,ROSSONI - PSDB/PR,PSDB
73466,RUBENS BUENO - CIDADANIA/PR,CIDADANIA
74371,RUBENS OTONI - PT/GO,PT
178887,RUBENS PEREIRA JÚNIOR - PCdoB/MA,PCdoB
141522,SABINO CASTELO BRANCO - PTB/AM,PTB
160630,SÁGUAS MORAES - PT/MT,PT
178990,SAMUEL MOREIRA - PSDB/SP,PSDB
74372,SANDES JÚNIOR - PP/GO,PP
160621,SANDRO ALEX - PSD/PR,PSD
74762,SARAIVA FELIPE - MDB/MG,MDB
74210,SARNEY FILHO - PV/MA,PV
178921,SEBASTIÃO OLIVEIRA - PR/PE,PR
73808,SÉRGIO BRITO - PSD/BA,PSD
141542,SÉRGIO MORAES - PTB/RS,PTB
178991,SÉRGIO REIS - PRB/SP,PRB
178933,SERGIO SOUZA - MDB/PR,MDB
178874,SERGIO VIDIGAL - PDT/ES,PDT
160612,SERGIO ZVEITER - DEM/RJ,DEM
167614,SEVERINO NINHO - PSB/PE,PSB
178961,SHÉRIDAN - PSDB/RR,PSDB
160613,SIBÁ MACHADO - PT/AC,PT
74765,SILAS BRASILEIRO - MDB/MG,MDB
74356,SILAS CÂMARA - PRB/AM,PRB
187008,SILAS FREIRE - PODE/PI,PODE
4930,SILVIO COSTA - AVANTE/PE,AVANTE
73560,SILVIO TORRES - PSDB/SP,PSDB
73424,SIMÃO SESSIM - PP/RJ,PP
178911,SIMONE MORGADO - MDB/PA,MDB
178946,SORAYA SANTOS - PR/RJ,PR
178947,SÓSTENES CAVALCANTE - DEM/RJ,DEM
92776,STEFANO AGUIAR - PSD/MG,PSD
177282,SUBTENENTE GONZAGA - PDT/MG,PDT
178922,TADEU ALENCAR - PSB/PE,PSB
74385,TAKAYAMA - PSC/PR,PSC
73831,TAMPINHA - PSD/MT,PSD
178898,TENENTE LÚCIO - PR/MG,PR
178901,TEREZA CRISTINA - DEM/MS,DEM
160617,THIAGO PEIXOTO - PSD/GO,PSD
178862,TIA ERON - PRB/BA,PRB
160976,TIRIRICA - PR/SP,PR
160611,TONINHO PINHEIRO - PP/MG,PP
178934,TONINHO WANDSCHEER - PROS/PR,PROS
178863,ULDURICO JUNIOR - PROS/BA,PROS
195866,VAIDON OLIVEIRA - PROS/CE,PROS
194340,VAL AMÉLIO - PRTB/AL,PRTB
141384,VALADARES FILHO - PSB/SE,PSB
74010,VALDIR COLATTO - MDB/SC,MDB
160610,VALMIR ASSUNÇÃO - PT/BA,PT
113247,VALMIR PRASCIDELLI - PT/SP,PT
141552,VALTENIR PEREIRA - MDB/MT,MDB
74376,VANDER LOUBET - PT/MS,PT
141553,VANDERLEI MACRIS - PSDB/SP,PSDB
178913,VENEZIANO VITAL DO RÊGO - PSB/PB,PSB
74308,VICENTE ARRUDA - PR/CE,PR
160622,VICENTE CANDIDO - PT/SP,PT
74283,VICENTINHO - PT/SP,PT
137070,VICENTINHO JÚNIOR - PR/TO,PR
178888,VICTOR MENDES - MDB/MA,MDB
141555,VINICIUS CARVALHO - PRB/SP,PRB
160591,VINICIUS GURGEL - PR/AP,PR
178992,VITOR LIPPI - PSDB/SP,PSDB
92355,VITOR PAULO - PRB/DF,PRB
178869,VITOR VALIM - PROS/CE,PROS
189593,WADIH DAMOUS - PT/RJ,PT
137853,WADSON RIBEIRO - PCdoB/MG,PCdoB
160569,WALDENOR PEREIRA - PT/BA,PT
141558,WALDIR MARANHÃO - PSDB/MA,PSDB
160631,WALNEY ROCHA - PATRI/RJ,PATRI
178952,WALTER ALVES - MDB/RN,MDB
141560,WALTER IHOSHI - PSD/SP,PSD
160609,WALTER TOSTA - PSD/MG,PSD
204760,WASHINGTON CORAÇÃO VALENTE - PDT/RS,PDT
160620,WASHINGTON REIS - MDB/RJ,MDB
160518,WELITON PRADO - PROS/MG,PROS
74043,WELLINGTON ROBERTO - PR/PB,PR
167493,WEVERTON ROCHA - PDT/MA,PDT
141563,WILLIAM WOO - PP/SP,PP
193066,WILSON BESERRA - MDB/RJ,MDB
160636,WILSON FILHO - PTB/PB,PTB
73930,WLADIMIR COSTA - SOLIDARIEDADE/PA,SOLIDARIEDADE
74439,WOLNEY QUEIROZ - PDT/PE,PDT
199809,XUXU DAL MOLIN - PSC/MT,PSC
73992,YEDA CRUSIUS - PSDB/RS,PSDB
191945,ZÉ AUGUSTO NALIN - DEM/RJ,DEM
178889,ZÉ CARLOS - PT/MA,PT
73931,ZÉ GERALDO - PT/PA,PT
160632,ZÉ SILVA - SOLIDARIEDADE/MG,SOLIDARIEDADE
178923,ZECA CAVALCANTI - PTB/PE,PTB
160592,ZECA DIRCEU - PT/PR,PT
178902,ZECA DO PT - PT/MS,PT
178949,ZENAIDE MAIA - PHS/RN,PHS
74392,ZONTA - PSB/SC,PSB
204554,ABÍLIO SANTANA - PR/BA,PR
204521,ABOU ANNI - PSL/SP,PSL
204379,ACÁCIO FAVACHO - PROS/AP,PROS
204560,ADOLFO VIANA - PSDB/BA,PSDB
204528,ADRIANA VENTURA - NOVO/SP,NOVO
121948,ADRIANO DO BALDY - PP/GO,PP
74646,AÉCIO NEVES - PSDB/MG,PSDB
204495,AIRTON FALEIRO - PT/PA,PT
204549,AJ ALBUQUERQUE - PP/CE,PP
204413,ALCIDES RODRIGUES - PRP/GO,PRP
204545,ALÊ SILVA - PSL/MG,PSL
204501,ALENCAR SANTANA BRAGA - PT/SP,PT
204571,ALEX SANTANA - PDT/BA,PDT
204544,ALEXANDRE FROTA - PSL/SP,PSL
204503,ALEXANDRE PADILHA - PT/SP,PT
204516,ALEXIS FONTEYNE - NOVO/SP,NOVO
204353,ALINE GURGEL - PRB/AP,PRB
204400,ALINE SLEUTJES - PSL/PR,PSL
204356,AMARO NETO - PRB/ES,PRB
204423,ANDRÉ FERREIRA - PSC/PE,PSC
204515,ANDRÉ JANONES - AVANTE/MG,AVANTE
73696,ANGELA AMIN - PP/SC,PP
204414,AROLDO MARTINS - PRB/PR,PRB
204509,ÁUREA CAROLINA - PSOL/MG,PSOL
109429,BENES LEOCÁDIO - PRB/RN,PRB
204358,BETO PEREIRA - PSDB/MS,PSDB
207176,BIA CAVASSA - PSDB/MS,PSDB
204374,BIA KICIS - PSL/DF,PSL
204388,BIBO NUNES - PSL/RS,PSL
204561,BIRA DO PINDARÉ - PSB/MA,PSB
204397,BOCA ABERTA - PROS/PR,PROS
204551,BOSCO SARAIVA - SOLIDARIEDADE/AM,SOLIDARIEDADE
204520,CABO JUNIO AMARAL - PSL/MG,PSL
204352,CAMILO CAPIBERIBE - PSB/AP,PSB
204572,CAPITÃO ALBERTO NETO - PRB/AM,PRB
204487,CAPITÃO WAGNER - PROS/CE,PROS
204507,CARLA ZAMBELLI - PSL/SP,PSL
204361,CARLOS CHIODINI - MDB/SC,MDB
204460,CARLOS JORDY - PSL/RJ,PSL
204426,CARLOS VERAS - PT/PE,PT
204369,CAROLINE DE TONI - PSL/SC,PSL
204499,CÁSSIO ANDRADE - PSB/PA,PSB
204380,CELINA LEÃO - PP/DF,PP
204370,CÉLIO MOURA - PT/TO,PT
204488,CÉLIO STUDART - PV/CE,PV
204496,CELSO SABINO - PSDB/PA,PSDB
204504,CEZINHA DE MADUREIRA - PSD/SP,PSD
205476,CHARLES FERNANDES - PSD/BA,PSD
204490,CHARLLES EVANGELISTA - PSL/MG,PSL
204476,CHIQUINHO BRAZÃO - AVANTE/RJ,AVANTE
204462,CHRIS TONIETTO - PSL/RJ,PSL
204440,CHRISTINO AUREO - PP/RJ,PP
204376,CORONEL ARMANDO - PSL/SC,PSL
204378,CORONEL CHRISÓSTOMO - PSL/RO,PSL
204514,CORONEL TADEU - PSL/SP,PSL
135054,CRISTIANO VALE - PR/PA,PR
204355,DA VITORIA - CIDADANIA/ES,CIDADANIA
204367,DANIEL FREITAS - PSL/SC,PSL
204454,DANIEL SILVEIRA - PSL/RJ,PSL
204409,DANIEL TRZECIAK - PSDB/RS,PSDB
204459,DANIELA DO WAGUINHO - MDB/RJ,MDB
116379,DARCI DE MATOS - PSD/SC,PSD
205548,DAVID MIRANDA - PSOL/RJ,PSOL
204511,DAVID SOARES - DEM/SP,DEM
204451,DELEGADO ANTÔNIO FURTADO - PSL/RJ,PSL
204512,DELEGADO MARCELO FREITAS - PSL/MG,PSL
204569,DELEGADO PABLO - PSL/AM,PSL
204542,DENIS BEZERRA - PSB/CE,PSB
204518,DR. FREDERICO - PATRI/MG,PATRI
204481,DR. JAZIEL - PR/CE,PR
204439,DR. LEONARDO - SOLIDARIEDADE/MT,SOLIDARIEDADE
204450,DR. LUIZ ANTONIO TEIXEIRA JR. - PP/RJ,PP
204351,DR. LUIZ OVANDO - PSL/MS,PSL
204412,DR. ZACHARIAS CALIL - DEM/GO,DEM
81297,DRA. SORAYA MANATO - PSL/ES,PSL
204434,DRA. VANDA MILANI - SOLIDARIEDADE/AC,SOLIDARIEDADE
204562,EDILÁZIO JÚNIOR - PSD/MA,PSD
204421,EDNA HENRIQUE - PSDB/PB,PSDB
204541,EDUARDO BISMARCK - PDT/CE,PDT
204552,EDUARDO BRAIDE - PMN/MA,PMN
204500,EDUARDO COSTA - PTB/PA,PTB
204364,ELI BORGES - SOLIDARIEDADE/TO,SOLIDARIEDADE
204389,ELIAS VAZ - PSB/GO,PSB
198783,EMANUEL PINHEIRO NETO - PTB/MT,PTB
161550,EMIDINHO MADEIRA - PSB/MG,PSB
207309,ENÉIAS REIS - PSL/MG,PSL
204537,ENRICO MISASI - PV/SP,PV
204482,EUCLYDES PETTERSEN - PSC/MG,PSC
68720,FÁBIO HENRIQUE - PDT/SE,PDT
204368,FABIO SCHIOCHET - PSL/SC,PSL
204477,FELÍCIO LATERÇA - PSL/RJ,PSL
204398,FELIPE FRANCISCHINI - PSL/PR,PSL
204371,FELIPE RIGONI - PSB/ES,PSB
204407,FERNANDA MELCHIONNA - PSOL/RS,PSOL
204445,FERNANDO MINEIRO - PT/RN,PT
204427,FERNANDO RODOLFO - PR/PE,PR
204411,FILIPE BARROS - PSL/PR,PSL
204354,FLÁVIA ARRUDA - PR/DF,PR
204447,FLORDELIS - PSD/RJ,PSD
204392,FRANCISCO JR. - PSD/GO,PSD
204510,FRANCO CARTAFINA - PP/MG,PP
204494,FRED COSTA - PATRI/MG,PATRI
204393,FREI ANASTACIO RIBEIRO - PT/PB,PT
74200,GASTÃO VIEIRA - PROS/MA,PROS
115746,GELSON AZEVEDO - PR/RJ,PR
204473,GENERAL GIRÃO - PSL/RN,PSL
204484,GENERAL PETERNELLI - PSL/SP,PSL
204527,GENINHO ZULIANI - DEM/SP,DEM
204394,GERVÁSIO MAIA - PSB/PB,PSB
204575,GIL CUTRIM - PDT/MA,PDT
204491,GILBERTO ABRAMO - PRB/MG,PRB
204365,GILSON MARQUES - NOVO/SC,NOVO
204419,GLAUSTIN FOKUS - PSC/GO,PSC
107283,GLEISI HOFFMANN - PT/PR,PT
198197,GREYCE ELIAS - AVANTE/MG,AVANTE
204513,GUIGA PEIXOTO - PSL/SP,PSL
204531,GUILHERME DERRITE - PP/SP,PP
204442,GURGEL - PSL/RJ,PSL
73460,GUSTAVO FRUET - PDT/PR,PDT
204408,GUSTINHO RIBEIRO - SOLIDARIEDADE/SE,SOLIDARIEDADE
204456,GUTEMBERG REIS - MDB/RJ,MDB
204465,HAROLDO CATHEDRAL - PSD/RR,PSD
204548,HEITOR FREIRE - PSL/CE,PSL
204373,HÉLIO COSTA - PRB/SC,PRB
204444,HELIO LOPES - PSL/RJ,PSL
204539,HERCÍLIO COELHO DINIZ - MDB/MG,MDB
204533,IDILVAN ALENCAR - PDT/CE,PDT
204564,IGOR KANNÁRIO - PHS/BA,PHS
204508,IGOR TIMO - PODE/MG,PODE
204436,ISNALDO BULHÕES JR. - MDB/AL,MDB
108338,JAQUELINE CASSOL - PP/RO,PP
204435,JESUS SÉRGIO - PDT/AC,PDT
204429,JOÃO H. CAMPOS - PSB/PE,PSB
141459,JOÃO MAIA - PR/RN,PR
204576,JOÃO ROMA - PRB/BA,PRB
204468,JOENIA WAPICHANA - REDE/RR,REDE
204546,JOICE HASSELMANN - PSL/SP,PSL
205550,JORGE BRAZ - PRB/RJ,PRB
204386,JOSE MARIO SCHREINER - DEM/GO,DEM
204472,JOSÉ MEDEIROS - PODE/MT,PODE
204391,JOSÉ NELTO - PODE/GO,PODE
204555,JOSÉ RICARDO - PT/AM,PT
209189,JOSEILDO RAMOS - PT/BA,PT
204563,JOSIMAR MARANHÃOZINHO - PR/MA,PR
204474,JUAREZ COSTA - MDB/MT,MDB
204420,JULIAN LEMOS - PSL/PB,PSL
204372,JULIO CESAR RIBEIRO - PRB/DF,PRB
204457,JUNINHO DO PNEU - DEM/RJ,DEM
204502,JÚNIOR BOZZELLA - PSL/SP,PSL
204497,JÚNIOR FERRARI - PSD/PA,PSD
204574,JUNIOR LOURENÇO - PR/MA,PR
204550,JÚNIOR MANO - PR/CE,PR
204536,KIM KATAGUIRI - DEM/SP,DEM
98057,LAFAYETTE DE ANDRADA - PRB/MG,PRB
160534,LAURIETE - PR/ES,PR
204375,LEDA SADALA - AVANTE/AP,AVANTE
204359,LÉO MORAES - PODE/RO,PODE
204547,LÉO MOTTA - PSL/MG,PSL
92102,LEUR LOMANTO JÚNIOR - DEM/BA,DEM
139285,LÍDICE DA MATA - PSB/BA,PSB
204405,LIZIANE BAYER - PSB/RS,PSB
204382,LOESTER TRUTIS - PSL/MS,PSL
204523,LUCAS GONZALEZ - NOVO/MG,NOVO
204404,LUCAS REDECKER - PSDB/RS,PSDB
204381,LUIS MIRANDA - DEM/DF,DEM
204410,LUISA CANZIANI - PTB/PR,PTB
204448,LUIZ ANTÔNIO CORRÊA - S.PART./RJ,S.PART.
160645,LUIZ CARLOS - PSDB/AP,PSDB
204485,LUIZ CARLOS MOTTA - PR/SP,PR
204543,LUIZ FLÁVIO GOMES - PSB/SP,PSB
204455,LUIZ LIMA - PSL/RJ,PSL
204526,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA - PSL/SP,PSL
204418,LUIZÃO GOULART - PRB/PR,PRB
204458,MAJOR FABIANA - PSL/RJ,PSL
179587,MAJOR VITOR HUGO - PSL/GO,PSL
204469,MANUEL MARCOS - PRB/AC,PRB
204471,MARA ROCHA - PSDB/AC,PSDB
156190,MARCEL VAN HATTEM - NOVO/RS,NOVO
205863,MARCELO BRUM - PSL/RS,PSL
204433,MARCELO CALERO - CIDADANIA/RJ,CIDADANIA
76874,MARCELO FREIXO - PSOL/RJ,PSOL
133810,MARCELO MORAES - PTB/RS,PTB
204558,MARCELO NILO - PSB/BA,PSB
204556,MARCELO RAMOS - PR/AM,PR
81055,MÁRCIO JERRY - PCdoB/MA,PCdoB
204452,MÁRCIO LABRE - PSL/RJ,PSL
204522,MARCO BERTAIOLLI - PSD/SP,PSD
204431,MARCOS AURÉLIO SAMPAIO - MDB/PI,MDB
204506,MARCOS PEREIRA - PRB/SP,PRB
204430,MARGARETE COELHO - PP/PI,PP
204540,MARIA ROSAS - PRB/SP,PRB
204428,MARÍLIA ARRAES - PT/PE,PT
204432,MARINA SANTOS - SOLIDARIEDADE/PI,SOLIDARIEDADE
204403,MARLON SANTOS - PDT/RS,PDT
204566,MARRECA FILHO - PATRI/MA,PATRI
75431,MAURÍCIO DZIEDRICKI - PTB/RS,PTB
204486,MAURO BENEVIDES FILHO - PDT/CE,PDT
141508,MAURO NAZIF - PSB/RO,PSB
154178,MILTON VIEIRA - PRB/SP,PRB
204453,NATÁLIA BONAVIDES - PT/RN,PT
204449,NELSON BARBUDO - PSL/MT,PSL
204415,NEREU CRISPIM - PSL/RS,PSL
146307,NERI GELLER - PP/MT,PP
204384,NEY LEPREVOST - PSD/PR,PSD
204479,NICOLETTI - PSL/RR,PSL
204498,OLIVAL MARQUES - DEM/PA,DEM
204363,OSIRES DAMASO - PSC/TO,PSC
204422,OSSESIO SILVA - PRB/PE,PRB
204475,OTACI NASCIMENTO - SOLIDARIEDADE/RR,SOLIDARIEDADE
204441,OTONI DE PAULA - PSC/RJ,PSC
204573,OTTO ALENCAR FILHO - PSD/BA,PSD
204570,PASTOR GILDENEMYR - PMN/MA,PMN
204553,PASTOR SARGENTO ISIDÓRIO - AVANTE/BA,AVANTE
205535,PATRICIA FERRAZ - PR/AP,PR
204377,PAULA BELMONTE - CIDADANIA/DF,CIDADANIA
204538,PAULO BENGTSON - PTB/PA,PTB
204461,PAULO GANIME - NOVO/RJ,NOVO
204492,PAULO GUEDES - PT/MG,PT
133968,PAULO RAMOS - PDT/RJ,PDT
90201,PEDRO AUGUSTO BEZERRA - PTB/CE,PTB
122974,PEDRO LUCAS FERNANDES - PTB/MA,PTB
204395,PEDRO LUPION - DEM/PR,DEM
204406,PEDRO WESTPHALEN - PP/RS,PP
73943,PERPÉTUA ALMEIDA - PCdoB/AC,PCdoB
204524,PINHEIRINHO - PP/MG,PP
204529,POLICIAL KATIA SASTRE - PR/SP,PR
204390,PROFESSOR ALCIDES - PP/GO,PP
204383,PROFESSOR ISRAEL BATISTA - PV/DF,PV
204446,PROFESSOR JOZIEL - PSL/RJ,PSL
204565,PROFESSORA DAYANE PIMENTEL - PSL/BA,PSL
204467,PROFESSORA ROSA NEIDE - PT/MT,PT
204567,RAIMUNDO COSTA - PR/BA,PR
141523,RAUL HENRY - MDB/PE,MDB
205865,REINHOLD STEPHANES JUNIOR - PSD/PR,PSD
73801,RENILDO CALHEIROS - PCdoB/PE,PCdoB
204362,RICARDO GUIDI - PSD/SC,PSD
204489,ROBÉRIO MONTEIRO - PDT/CE,PDT
74305,ROBERTO PESSOA - PSDB/CE,PSDB
204530,RODRIGO AGOSTINHO - PSB/SP,PSB
204366,RODRIGO COELHO - PSB/SC,PSB
204480,ROGÉRIO CORREIA - PT/MG,PT
204525,ROSANA VALLE - PSB/SP,PSB
204357,ROSE MODESTO - PSDB/MS,PSDB
73604,RUI FALCÃO - PT/SP,PT
160635,RUY CARNEIRO - PSDB/PB,PSDB
204535,SÂMIA BOMFIM - PSOL/SP,PSOL
204416,SANDERSON - PSL/RS,PSL
90842,SANTINI - PTB/RS,PTB
204387,SARGENTO FAHUR - PSD/PR,PSD
204399,SCHIAVINATO - PP/PR,PP
204438,SERGIO TOLEDO - PR/AL,PR
204437,SEVERINO PESSOA - PRB/AL,PRB
204557,SIDNEY LEITE - PSD/AM,PSD
204360,SILVIA CRISTINA - PDT/RO,PDT
204425,SILVIO COSTA FILHO - PRB/PE,PRB
168175,SIMPLÍCIO ARAÚJO - SOLIDARIEDADE/MA,SOLIDARIEDADE
204534,TABATA AMARAL - PDT/SP,PDT
204464,TALÍRIA PETRONE - PSOL/RJ,PSOL
206231,TED CONTI - PSB/ES,PSB
204466,TEREZA NELMA - PSDB/AL,PSDB
143084,TIAGO DIMAS - SOLIDARIEDADE/TO,SOLIDARIEDADE
204519,TIAGO MITRAUD - NOVO/MG,NOVO
197438,TITO - AVANTE/BA,AVANTE
157130,TÚLIO GADÊLHA - PDT/PE,PDT
204385,VALDEVAN NOVENTA - PSC/SE,PSC
204505,VAVÁ MARTINS - PRB/PA,PRB
204396,VERMELHO - PSD/PR,PSD
204483,VILSON DA FETAEMG - PSB/MG,PSB
204478,VINICIUS FARAH - MDB/RJ,MDB
204532,VINICIUS POIT - NOVO/SP,NOVO
204443,WAGNER MONTES - PRB/RJ,PRB
74044,WILSON SANTIAGO - PTB/PB,PTB
204463,WLADIMIR GAROTINHO - PSD/RJ,PSD
204559,ZÉ NETO - PT/BA,PT
204517,ZÉ VITOR - PR/MG,PR
