id_parlamentar_voz,id_partido_atual,id_partido_eleicao,total_receita_partido,total_receita_candidato,indice_investimento_partido
1146949,36898,36845,159057.38,463549.88,0.00231984195653145
1178935,36835,36835,500000,1214245.23,0.00681036049903375
173466,37905,37905,1168128.11,1268662.11,0.0593984048130275
174371,36844,36844,903597.15,920713.82,0.00877747157800453
1178887,36779,36779,800000,943629.2,0.0357190581762801
1141522,36845,36852,NA,NA,NA
1160630,36844,36852,NA,NA,NA
1178990,36835,36835,500000,1656350.49,0.00818298109411081
174372,37903,37903,2240692,2240692,0.016797621430216
1160621,36834,36834,1128000,1336875,0.0198796006750391
174762,36899,36899,1500956.69,2167507.69,0.0133837063135439
174210,36851,36851,1365013.2,2445552.1,0.0129189631705429
1178921,37906,37906,1400000,1553743.12,0.0117152756007967
173808,36834,36834,800000,847408,0.0127580728969784
1141542,36845,36852,NA,NA,NA
1178991,36815,36852,NA,NA,NA
1178933,36899,36899,1500000,1870944.05,0.0135748984877269
1178874,36786,36786,699896.7,903588.57,0.0303432378549436
1160612,36769,36852,NA,NA,NA
1167614,36832,36832,505128.71,575828.71,0.00789195367010677
1178961,36835,36835,2000000,2342527.5,0.0301091649641012
1160613,36844,36844,900000,1152000,0.00534423290216906
174765,36899,36899,1500956.69,1597324.36,0.0133837063135439
174356,36815,36815,1508380,1532199.59,0.0164589147496918
1187008,36896,36815,948849.27,948849.27,0.00859707951383943
14930,36898,36898,308000,421473.09,0.00437190049462763
173560,36835,36852,NA,NA,NA
173424,37903,37903,2063653.54,2071613.64,0.028930177454129
1178911,36899,36899,2000000,2001500,0.0111093519768293
1178946,37906,37906,2409096,2415096,0.0344889209930397
1178947,36769,36769,1150000,1234317.25,0.0368185710269884
192776,36834,36834,351603.75,375073.75,0.00610541178591753
1177282,36786,36786,500000,541045.51,0.0302139990970254
1178922,36832,36832,1319094.7,1384088.2,0.0206090726042545
174385,36833,36833,1000000,1035750,0.0540346410181304
173831,36834,36852,NA,NA,NA
1178898,37906,37906,1900283.13,2021092.13,0.0173138294456914
1178901,36769,36769,1350000,2239027.97,0.0277572759536866
1160617,36834,36852,NA,NA,NA
1178862,36815,36815,1645360.6,1674360.6,0.019962520142333
1160976,37906,37906,1203200,1203200,0.0133687618295556
1160611,37903,36852,NA,NA,NA
1178934,36763,36763,141600,1952753.39,0.00588235419140406
1178863,36763,36762,98000,237725.9,0.186822723118919
1195866,36763,36763,785735.64,874686.74,0.0265395846796248
1194340,36829,36852,NA,NA,NA
1141384,36832,36852,NA,NA,NA
174010,36899,36899,1300000,1543410.67,0.0108256421149727
1160610,36844,36844,900000,988162.5,0.00955583682541757
1113247,36844,36844,807624.64,807874.64,0.0113862492638551
1141552,36899,36899,1500000,1946074.87,0.0090948192432062
174376,36844,36844,735098,888711.13,0.00857556003228242
1141553,36835,36835,1300000,2217566,0.0212757508446881
1178913,36832,36832,1216660,1625720.18,0.00278439093263805
174308,37906,36852,NA,NA,NA
1160622,36844,36852,NA,NA,NA
174283,36844,36844,902796.23,940827.67,0.0127280204195462
1137070,37906,37906,850000,1392484,0.00584593941743867
1178888,36899,36899,1502500,1545856,0.0100843927068588
1141555,36815,36815,1221650.5,1243290.5,0.0196809547042742
1160591,37906,37906,1650000,1650000,0.0109603957418437
1178992,36835,36835,1000000,1077228,0.0163659621882216
192355,36815,36852,NA,NA,NA
1178869,36763,36852,NA,NA,NA
1189593,36844,36844,900000,1244783.46,0.016348795968307
1137853,36779,36779,1476948.46,1636408.46,0.0876089187975946
1160569,36844,36844,900000,948676.18,0.00955583682541757
1141558,36835,36835,1000000,1000013.2,0.0101015969068271
1160631,37907,37907,307000,365736,0.0594844486337317
1178952,36899,36899,1552000,1611327.83,0.0117894892410663
1141560,36834,36834,1050000,1610582.84,0.0222345990414044
1160609,36834,37906,1704525,1821908.33,0.0155302410835575
1204760,36786,36852,NA,NA,NA
1160620,36899,36852,NA,NA,NA
1160518,36763,36763,1633400,1785386.31,0.0668564595591269
174043,37906,37906,1660000,1660000,0.0121150561715122
1167493,36786,36786,2045500,2302218,0.0183546889590696
1141563,37903,36852,NA,NA,NA
1193066,36899,36899,1518313.95,1533044.95,0.0212725962888592
1160636,36845,36852,NA,NA,NA
173930,37904,36852,NA,NA,NA
174439,36786,36786,665000,753210.98,0.0369070645804958
1199809,36833,36852,NA,NA,NA
173992,36835,36835,2148402.21,2277480.37,0.0253746478716469
1191945,36769,36769,900000,1137743.5,0.0288145338472083
1178889,36844,36844,885120,920076.67,0.0077023237924256
173931,36844,36844,1084460,1160831.59,0.00252431731230916
1160632,37904,37904,1103699.68,1774659.84,0.0459591312378063
1178923,36845,36845,1150000,1216666.07,0.0281427205854388
1160592,36844,36844,893787.19,993715.71,0.0104873027650726
1178902,36844,36844,1223333.33,1284116.67,0.00429178049471534
1178949,36793,36793,900000,1094640,0.0486768159027117
174392,36832,36852,NA,NA,NA
1204554,37906,36793,34500,37750,0.00455798831123414
1204521,36837,36837,18474.57,447044.57,0.0039063535519411
1204379,36763,36763,720316.3,807712.3,0.0214952021900009
1204560,36835,36835,1160000,1204707.62,0.0142973194824386
1204528,37901,37901,817.8,395075.22,0.00127868024422298
1121948,37903,37903,2255692,2400382,0.0169100707634814
174646,36835,36835,2161126.03,2488921.01,0.029003011646907
1204495,36844,36844,435000,604750,0.0031327975940869
1204549,37903,37903,968077.5,981827.5,0.007127555454221
1204413,37907,36824,500000,758847.33,0.0911760551918197
1204545,36837,36837,0,83700,0
1204501,36844,36844,516796.23,684428.12,0.00728602175064966
1204571,36786,36786,0,77750,0
1204544,36835,36837,0,24758.29,0
1204503,36844,36844,902796.23,1036531.23,0.0127280204195462
1204516,37901,37901,817.8,115308.32,0.00127868024422298
1204353,36815,36815,1952976.22,2092976.22,0.0188098385582924
1204400,36837,36837,0,101260.35,0
1204356,36815,36815,1365000,1451448,0.0129372825559421
1204423,36833,36833,480000,898086.04,0.023470701246846
1204515,36898,36898,184342.1,209983.62,0.016373397186788
173696,37903,37903,2319720,2498812.9,0.019328639011683
1204414,36815,36815,657075.16,661385.08,0.00880993669739617
1204509,36839,36839,13653.08,186777.03,0.00192492275686006
1109429,36815,36846,810000,1110005.7,0.188605557807771
1204358,36835,36835,740036.31,833539.3,0.0100216838069724
1207176,36835,36835,202250,260325,0.00273890013580574
1204374,36837,36824,90566.03,320714.03,0.0167630148806654
1204388,36837,36837,0,237216.9,0
1204561,36832,36832,500000,573580,0.00640220915443294
1204397,36763,36763,0,254200,0
1204551,37904,37904,280000,638514.66,0.00963049725530811
1204352,36832,36832,500000,507211,0.00620112227800747
1204572,36815,36815,800000,884703.59,0.00872932006507211
1204487,36763,36763,257350,332745.6,0.00869244281359243
1204507,36837,36837,21505,517468.61,0.00454712251134902
1204361,36899,36899,384000,1001000,0.0031977281324227
1204460,36837,36837,1965,59150.08,5.35342719935414e-4
1204426,36844,36844,435000,458735.14,0.00461882485990225
1204369,36837,36837,265,82637.1,4.29108006447652e-5
1204499,36832,36832,545600,562612.8,0.00578172827822926
1204380,37903,37903,2117509.5,2220986.25,0.016112650955161
1204370,36844,36844,376150,459045.34,0.00328257165008343
1204488,36851,36851,669088.01,738088.01,0.0351909965082185
1204496,36835,36835,100000,280454.39,8.36013896618799e-4
1204504,36834,36834,1050000,1063247.69,0.0222345990414044
1205476,36834,36834,800000,959636.43,0.0127580728969784
1204490,36837,36837,2745,153557.57,4.75949655198911e-4
1204476,36898,36898,300000,461146,0.0418683841146933
1204462,36837,36837,74006.33,78396.34,0.0201622137377292
1204440,37903,37903,1030001.54,1646503.53,0.0144395009882454
1204376,36837,36837,265,53428,4.29108006447652e-5
1204378,36837,36837,0,50300,0
1204514,36837,36837,0,70515.24,0
1135054,37906,37906,888515.03,899335.63,0.00504301308165213
1204355,37905,37905,584064.05,714237.13,0.0209941094080709
1204367,36837,36837,0,329200,0
1204454,36837,36837,13265,34344,0.00361390390836807
1204409,36835,36835,52250,192305.3,6.17121573010088e-4
1204459,36899,36899,507325.58,1172263.08,0.00710797147740842
1116379,36834,36834,200230,303809,0.00324707773581863
1205548,36839,36839,62630.14,343890.14,0.0138744805696783
1204511,36769,36769,350000,570561.08,0.00869691038611306
1204451,36837,36837,2155,77940.3,5.87106138147998e-4
1204512,36837,36837,1401,364411.63,2.42916381396602e-4
1204569,36837,36837,5294,56965.15,7.58180117222172e-4
1204542,36832,36832,400000,622320,0.00561512798711196
1204518,37907,37907,0,350335.55,0
1212625,36815,36898,0,186678.04,0
1204481,37906,37906,1700000,1700000,0.0127817579802523
1204439,37904,37904,840000,1121791.3,0.023784539966714
1204450,37903,37903,980001.54,1146962.99,0.0137385553863464
1204351,36837,36837,0,21648,0
1204412,36769,36769,501577.74,578587.74,0.00858733999089325
181297,36837,36837,286884.65,295643.25,0.0356874689228433
1204434,37904,37904,1450000,1450000,0.0310126713976314
1204562,36834,36834,720000,953247,0.00941067966662121
1204421,36835,36835,150000,834073.34,0.00161248908511644
1204541,36786,36786,0,510449.14,0
1204552,36896,36801,400000,448760,0.0561215410512011
1204500,36845,36845,233538.05,253758.05,0.00387638344383313
1204364,37904,37904,862252,1115272.05,0.0271028940186568
1204389,36832,36832,572117.5,630621.5,0.00817749049075491
1198783,36845,36845,946900,1695920,0.0171560490355335
1161550,36832,36832,800000,1358922.61,0.0136088932971174
1207309,36837,36837,2530,125831.34,4.38671266904643e-4
1204537,36851,36851,100000,383422.02,0.00777248713501707
1204482,36833,36833,1000000,1622782.92,0.0532396480903673
1211866,37905,37905,599356.43,624843.03,0.0300284130678648
168720,36786,36786,100000,301002.5,0.00635391913663252
1204368,36837,36837,550.72,244955.72,8.91767401173022e-5
1204477,36837,36837,0,114450.21,0
1204398,36837,36837,0,237929,0
1204371,36832,36832,150000,912995.37,0.00183068595253109
1204407,36839,36839,220077.91,347313.91,0.0273074128301553
1212504,36898,36898,83079.81,262801.81,0.00737920815338915
1204445,36844,36844,398500,453006.85,0.00392478569415778
1204427,37906,36793,142250.2,235692.2,0.0187941643222233
1204411,36837,36837,0,393006.75,0
1204354,37906,37906,2400000,2404000,0.0186493656291604
1204447,36834,36834,1018000,1101538.05,0.0277753742259976
1204392,36834,36834,900000,1258573.98,0.0131312468453641
1204510,37903,36793,100873.17,304679.48,0.0145109602055246
1204494,37907,37907,933000,1444222.86,0.11505249206354
1204393,36844,36844,398500,534813.95,0.00369031495638008
174200,36763,36763,705650,905070.91,0.021740383503026
1115746,37906,36793,300,379100,6.78097925112123e-5
1204473,36837,36837,4000,33747,5.90845177855394e-4
1204484,36837,36837,6000,52562.88,0.00126866938238057
1204527,36769,36769,660000,1286479.41,0.0163998881566703
1204394,36832,36832,800000,926814,0.0109009746767766
1204575,36786,36786,152400,244084.82,0.00693186675927838
1204491,36815,36815,1409448.57,1495713.46,0.018619579867054
1204570,37906,36801,100000,107800,0.0140303852628003
1204365,37901,37901,3599.16,184759.16,0.00430962555753325
1204419,36833,36833,100000,2013728.33,0.00447339419436511
1107283,36844,36844,1301322,1345065.4,0.0152691356080521
1198197,36898,36898,502233.25,1104046.83,0.0446087165257495
1204513,36837,36837,0,137984.32,0
1204531,37903,37903,750000,842500,0.00816024947562391
1204442,36837,36837,982.5,50480.55,2.67671359967707e-4
173460,36786,36786,400000,581116.21,0.0245321320254973
1204408,37904,37904,800000,849900,0.0350279206261571
1204456,36899,36899,503662.79,806794.79,0.00705665333404231
1204465,36834,36834,4290,1208667.56,8.3565009580855e-5
1204548,36837,36837,50000,64280,0.00715410843570192
1204373,36815,36815,650327.86,803873.06,0.00802333784344167
1204444,36837,36837,16717.5,78717.5,0.00455449970509938
1204539,36899,36899,956.69,2012153.08,8.53059790359726e-6
1204533,36786,36786,0,213108.78,0
1204564,36769,36793,4399,36010,5.81176538583159e-4
1204508,36896,36896,0,2117666.69,0
1204436,36899,36899,0,994073.72,0
1108338,37903,37903,2110000,2410862,0.0125216955977034
1204435,36786,36786,53061.66,66561.66,0.00164690793215317
1204429,36832,36832,1537864.46,1791583.1,0.0240270545485798
1141459,37906,37906,2240000,2463670,0.0173867286749076
1204576,36815,36815,1000159,1041069,0.0121345401020516
1204468,36886,36886,150000,239035.13,0.0492899822866501
1204546,36837,36837,105000,262592.32,0.0222017141916599
1205550,36815,36815,378860,444910,0.00786411901741913
1204386,36769,36769,600206.19,947719.78,0.0102759237644172
1204472,36896,36896,575000,1614922.5,0.0197212613539311
1204391,36896,36896,245000,2394186.69,0.0103834182047577
1204555,36844,36844,409193.32,475719.07,0.00390742730986659
1209189,36844,36844,471000,746343.75,0.0050008879386352
1204563,37906,37906,1900000,2494226.4,0.0130303312106032
1204474,36899,36899,0,401288,0
1204420,36837,36837,361938,368948,0.0502684358345311
1204372,36815,36815,807844.71,1574914.41,0.00910178409003298
1204457,36769,36769,0,241439.9,0
1204520,36837,36837,5240,36147.88,9.08552347264951e-4
1204502,36837,36837,0,392500,0
1204497,36834,36834,305338.75,489888.75,0.00330288824649407
1204574,37906,37906,1570000,1649912.2,0.0107671684213932
1204550,37906,37907,0,555464,0
1204536,36769,36769,0,305495.99,0
198057,36815,36815,1575000,1793351.61,0.0208066040257219
1160534,37906,37906,2300000,2312720,0.0150346189792042
1204375,36898,36898,210000,225408.45,0.0135988138876253
1204359,36896,36896,623000,974820.96,0.0209014959007293
1204547,36837,36837,1175,254675,2.03730726724488e-4
192102,36769,36769,500250,738859.99,0.00936136410528532
1139285,36832,36832,1530000,1753913.52,0.0239033011303766
1204405,36832,36832,500720,529402.56,0.00749633854253556
1204382,36837,36837,0,12075,0
1204523,37901,37901,10000,664682.43,0.012821425356855
1204404,36835,36835,1009000,1262571.2,0.0119172376491326
1204381,36769,36769,0,530718,0
1204410,36845,36845,2208553.67,2260803.67,0.0597260286768409
1204448,37906,37902,0,239156.22,0
1160645,36835,36835,724800,851808.45,0.00709167225460948
1204485,37906,37906,1707505,1839505,0.0189720974632442
1204543,36832,36832,0,1602528.24,0
1204455,36837,36837,6835,263661.79,0.00186212086043692
1204526,36837,36837,0,196625.24,0
1204418,36815,36815,650000,793830,0.00871507432012421
1204458,36837,36837,87140.83,95567.21,0.0237405643509565
1204469,36815,36815,850000,850000,0.00576752985058078
1204471,36835,36835,1091350.95,1632865.55,0.00752276880128167
1212749,37906,37906,1503802.5,1570755,0.0215286255141495
1156190,37901,37901,7349.16,824605.64,0.00829269021441923
1205863,36837,36837,0,71730,0
1204433,37905,37905,346000,1172722.23,0.0272379231326891
176874,36839,36839,301047.53,528414.21,0.0666911826404129
1133810,36845,36845,1190000,1276400,0.0279053181944294
1204558,36832,36832,400000,457910,0.00624922905369324
1204556,37906,37906,1423000,1428926.94,0.010709014552498
181055,36779,36779,800000,950659.82,0.0357190581762801
1204452,36837,36837,0,22595,0
1204522,36834,36834,1200000,1408948.26,0.0254109703330336
1204431,36899,36899,218750,544504.03,0.00133779439060509
1204506,36815,36815,2480399,2496213.48,0.0399595632036552
1204430,37903,37903,2300000,2422066.52,0.0140742266256221
1204540,36815,36815,2423442.36,2423442.36,0.0390419840335508
1204428,36844,36844,1000000,1283597.95,0.0106179881836833
1204432,37904,36846,560000,603046.16,0.104977331727699
1204403,36786,36786,150000,205720,0.00797720766079849
1204566,37907,37907,0,80200,0
175431,36845,36845,737000,971369.06,0.0172825374027684
1204486,36786,36786,0,698236.7,0
1141508,36832,36832,500000,590712,0.00565743901036555
1154178,36815,36815,1303885.86,1319885.86,0.0210057774708917
1204453,36844,36844,406296.2,571522.1,0.00400156966963781
1204449,36837,36837,20000,331815,0.00235799695086998
1204415,36837,36837,0,38108.36,0
1146307,37903,37903,1500000,2441815.41,0.00910016919258518
1204384,36834,36834,1099000,2261169.63,0.0193685116505922
1204479,36837,36837,0,108440,0
1204498,36769,36769,350000,523346.4,0.00444259729847814
1204363,36833,36833,281824.73,527040.09,0.0113259551681006
1204422,36815,36815,654699.58,715252.73,0.00794350838312652
1204475,37904,37904,160119.32,229619.32,0.00747946172090078
1204441,36833,36833,50000,275342.97,0.00418269174442184
1204573,36834,36834,874773.05,991037.52,0.0139505229252651
1204553,36898,36898,532000,708069.98,0.0433969820734559
1205535,37906,37906,565000,571500,0.00375310520857071
1204377,37905,37905,100000,2500000,0.00427292443076935
1204538,36845,36845,1150000,1220980,0.0190882854438842
1204461,37901,37901,6099.16,298835.26,0.0122873156041991
1204492,36844,36844,394715.1,866556.01,0.00456327168873736
1133968,36786,36786,150000,199398.64,0.01424230051723
190201,36845,36845,215000,733717.55,0.00472741678557291
1122974,36845,36845,1200000,1260703.4,0.0240672718970568
1204395,36769,36769,500000,1036439.73,0.0103401183288722
1204406,37903,37903,1172040,1445460,0.00920295920513092
173943,36779,36779,899232.95,907310.35,0.027397155434185
1204524,37903,37903,1843510.07,2139422.05,0.0164478503653062
1204529,37906,37906,1100000,1104000,0.0122221060609302
1204390,37903,37903,1156940,2470940,0.00867314210854238
1204383,36851,36851,450000,697295.3,0.0244608747886131
1204446,36837,36837,5474.3,37524.3,0.00149141305432185
1204565,36837,36837,483400,484950,0.0769766388243534
1204467,36844,36844,584400,849716.97,0.00459406746700376
1204567,37906,36824,0,80410,0
1141523,36899,36899,805000,1071511.34,0.00659255511811418
1205865,36834,36834,1285715,1613451.38,0.0226591318988546
173801,36779,36779,1340039.68,1383795.22,0.0730046109168473
1204362,36834,36834,700000,747836.24,0.0113517176001251
1211649,36837,36837,0,12700,0
1204489,36786,36786,0,181830,0
174305,36835,36835,500000,600671,0.00553732295152116
1204530,36832,36832,100000,247357.08,0.00207449008130035
1204366,36832,36832,500000,816258.64,0.00794337201336417
1204480,36844,36844,471000,670294.36,0.0054451957003806
1204525,36832,36832,339982.5,377148.25,0.00705290324065696
1204357,36835,36835,602250,778745,0.00815576072578
173604,36844,36844,902809.43,1066491.93,0.0127282065189826
1160635,36835,36835,934550,997111.64,0.0100463444966371
1204535,36839,36839,110080.92,369320.59,0.0189266287382553
1204416,36837,36837,0,95929.75,0
190842,36845,36845,900000,963100,0.0211048624999886
1204387,36834,36834,195715,257145,0.00344923408343553
1204399,37903,37903,1090692,1163979.51,0.00987649513556473
1204438,37906,37906,1255557.26,1458222.68,0.00626177320107706
1204437,36815,36815,842225.39,857655.92,0.00609024777003261
1204557,36834,36834,840000,853150,0.012047877272143
1204360,36786,36786,116000,310017.89,0.00466243994930617
1204425,36815,36815,1018375.69,1177926.94,0.0123560119447262
1168175,37904,37904,1150000,1526181.45,0.0360450611100464
1204534,36786,36786,100000,1290696.6,0.00736913899753751
1204464,36839,36839,172141.88,268241.1,0.0381346611916864
1206231,36832,36832,75000,97273,9.15342976265546e-4
1204466,36835,36835,666867,824703,0.0048987831719538
1143084,37904,37904,716848,1947721.04,0.0225324561398363
1204519,37901,37901,7099.16,814831.85,0.00910213500363705
1197438,36898,36898,156000,287180,0.0127254308335698
1157130,36786,36786,109097.96,163584.31,0.00605486534634639
1204385,36833,36833,0,352193,0
1204505,36815,36815,789031,790711,0.00649329605084118
1204396,36834,36834,35715,1773807.92,6.29432569245587e-4
1204483,36832,36832,500000,552396.11,0.00850555831069839
1204478,36899,36899,200000,1260291.85,0.00280213407627048
1204532,37901,37901,0,1283047.97,0
1179587,36837,36837,0,132938.29,0
1204443,36815,36815,758322.5,773078.5,0.0157407443213504
174044,36845,36845,1265887.69,1873365.19,0.027018192089244
1204463,36834,36824,266,134675.5,9.07070651597493e-5
1204559,36844,36844,471000,982482.27,0.0050008879386352
1204517,37906,36801,130000,232041.66,0.0242318134606999
25154,37905,36852,NA,NA,NA
25170,36835,36852,NA,NA,NA
25140,36899,36852,NA,NA,NA
2846,36835,36852,NA,NA,NA
25042,36779,36852,NA,NA,NA
24988,37903,36852,NA,NA,NA
25046,36839,36852,NA,NA,NA
25150,37906,36852,NA,NA,NA
23,36832,36832,521068.45,640442.71,0.00174253985168328
25134,36769,36852,NA,NA,NA
25032,37903,36852,NA,NA,NA
25168,36845,36852,NA,NA,NA
25028,36833,36852,NA,NA,NA
2715,36845,36852,NA,NA,NA
25164,36835,36835,819092.36,2440492.36,0.0022186130004794
25138,36899,36852,NA,NA,NA
2391,36835,36852,NA,NA,NA
23823,37903,37903,2140692,2200806.62,0.00226386347403118
2111,37906,36852,NA,NA,NA
25136,36769,36852,NA,NA,NA
25108,37906,36852,NA,NA,NA
23881,36769,36852,NA,NA,NA
25044,36839,36852,NA,NA,NA
23398,37905,37905,1168128.11,2053313.01,0.0183331537939016
21757,36852,36852,NA,NA,NA
25197,36835,36835,1043100,2540294.94,0.00188328959485955
25132,36835,36852,NA,NA,NA
25199,36835,36852,NA,NA,NA
23360,36852,36852,NA,NA,NA
23399,36852,36852,NA,NA,NA
25178,36845,36852,NA,NA,NA
216,36899,36899,2000000,3502000,0.00264818042357789
25160,36839,36852,NA,NA,NA
24721,36835,36852,NA,NA,NA
24767,36815,36815,2918667.4,2923667.4,0.00551033112336957
25146,36845,36852,NA,NA,NA
24969,36832,36852,NA,NA,NA
25148,36769,36852,NA,NA,NA
25064,36844,36852,NA,NA,NA
25126,36786,36852,NA,NA,NA
2612,36899,36899,3300000,3349300,0.00647853765117194
25026,36769,36852,NA,NA,NA
22632,36899,36852,NA,NA,NA
24873,36769,36852,NA,NA,NA
23634,36835,36835,2115000,2679866.64,0.00571493370208278
2553,36852,36852,NA,NA,NA
25054,36899,36852,NA,NA,NA
25416,36852,36852,NA,NA,NA
25034,36899,36852,NA,NA,NA
25162,36839,36852,NA,NA,NA
25024,36832,36852,NA,NA,NA
287,36899,36899,2104500,2135050,0.00705531384915829
24522,36899,36852,NA,NA,NA
25088,36844,36852,NA,NA,NA
230,36899,36899,909000,916500,0.00188717657444209
25128,36769,36852,NA,NA,NA
25030,37903,36852,NA,NA,NA
25006,36844,36852,NA,NA,NA
25100,36763,36852,NA,NA,NA
25076,36845,36852,NA,NA,NA
21754,36852,36852,NA,NA,NA
25418,36852,36852,NA,NA,NA
25004,37903,36852,NA,NA,NA
25022,37906,36852,NA,NA,NA
2724,36832,36852,NA,NA,NA
24990,36844,36844,1086720,1403539,0.00243228889546356
25078,36844,36852,NA,NA,NA
240,36769,36852,NA,NA,NA
25090,36835,36852,NA,NA,NA
25120,36832,36852,NA,NA,NA
243,36844,36852,NA,NA,NA
25112,36896,36852,NA,NA,NA
2615,36844,36852,NA,NA,NA
25180,36832,36852,NA,NA,NA
25036,36899,36852,NA,NA,NA
2950,36899,36852,NA,NA,NA
23394,36832,36852,NA,NA,NA
25186,36829,36852,NA,NA,NA
25166,36762,36852,NA,NA,NA
23593,36835,36852,NA,NA,NA
2916,37906,36852,NA,NA,NA
25066,36844,36852,NA,NA,NA
25158,36786,36852,NA,NA,NA
25156,37906,36852,NA,NA,NA
23695,36844,36844,1950604.25,2221939.51,0.00322280625313018
25040,36899,36852,NA,NA,NA
23579,36899,36852,NA,NA,NA
25092,36779,36852,NA,NA,NA
25104,36779,36852,NA,NA,NA
25002,36899,36852,NA,NA,NA
25058,36899,36852,NA,NA,NA
24575,36832,36852,NA,NA,NA
2643,36832,36832,3500000,3650000,0.00977809945205643
2631,37906,37906,2700000,2819275.6,0.00817104304181611
24951,36899,36852,NA,NA,NA
23366,36815,36852,NA,NA,NA
2710,36833,36852,NA,NA,NA
25124,36899,36852,NA,NA,NA
25190,36845,36852,NA,NA,NA
25174,36844,36852,NA,NA,NA
24998,36839,36852,NA,NA,NA
25142,36769,36852,NA,NA,NA
25000,36899,36852,NA,NA,NA
2670,36899,36852,NA,NA,NA
25086,36815,36852,NA,NA,NA
25094,37903,36852,NA,NA,NA
25176,36786,36852,NA,NA,NA
2380,36835,36852,NA,NA,NA
2288,36844,36852,NA,NA,NA
264,37903,36852,NA,NA,NA
25060,36786,36852,NA,NA,NA
25080,36844,36852,NA,NA,NA
2918,36833,36852,NA,NA,NA
25018,36829,36852,NA,NA,NA
25122,37906,36852,NA,NA,NA
23741,36835,36835,2157334,2552286.47,0.00468458104555594
25020,36851,36852,NA,NA,NA
25152,36844,36852,NA,NA,NA
25114,36851,36852,NA,NA,NA
25116,36815,36852,NA,NA,NA
25050,36844,36852,NA,NA,NA
25010,36786,36852,NA,NA,NA
22207,36834,36852,NA,NA,NA
25072,37903,36852,NA,NA,NA
25182,36844,36852,NA,NA,NA
2635,36835,36835,1000000,2995299,0.00445760841427139
25052,37903,36852,NA,NA,NA
272,36899,36899,2053600,2185420.62,0.0050444760033457
25098,36815,36852,NA,NA,NA
24593,36832,36852,NA,NA,NA
25110,37906,36852,NA,NA,NA
273,36899,36899,2250000,2250000,0.00265187463542787
24847,36899,36852,NA,NA,NA
25074,36899,36852,NA,NA,NA
25172,36899,36852,NA,NA,NA
25048,36899,36852,NA,NA,NA
2624,36832,36852,NA,NA,NA
25106,36786,36852,NA,NA,NA
2438,36832,36852,NA,NA,NA
24949,36899,36852,NA,NA,NA
25068,36815,36852,NA,NA,NA
25420,36852,36852,NA,NA,NA
23372,36899,36899,2300000,2404152.13,0.00336072336180577
25130,36835,36852,NA,NA,NA
2558,36779,36779,1851351.37,2005239.76,0.0139379223660188
25084,36844,36852,NA,NA,NA
24763,37906,37906,1450000,1824559.09,0.00266641964368801
24645,36899,36852,NA,NA,NA
25082,36844,36852,NA,NA,NA
21176,36899,36899,2000000,2491733.72,0.00541175765795307
2604,36852,36852,NA,NA,NA
25016,36844,36852,NA,NA,NA
25070,36769,36769,3833.32,2690349.65,1.28276490274218e-5
25096,36786,36852,NA,NA,NA
23811,36845,36845,1265887.69,1873365.19,0.027018192089244
23597,36899,36852,NA,NA,NA
25144,36899,36852,NA,NA,NA
25118,36844,36852,NA,NA,NA
25184,36899,36852,NA,NA,NA
24697,36786,36786,1300000,1728200,0.0103835006389749
25573,36786,36852,NA,NA,NA
24981,36786,36852,NA,NA,NA
25918,36852,36852,NA,NA,NA
25625,36761,36852,NA,NA,NA
26026,36852,36852,NA,NA,NA
25923,36852,36852,NA,NA,NA
25982,37905,36886,865,102518.08,4.98118781354571e-5
24610,36834,36852,NA,NA,NA
23651,36769,36852,NA,NA,NA
25962,36852,36852,NA,NA,NA
2945,36896,36852,NA,NA,NA
25607,36845,36852,NA,NA,NA
25989,36852,36852,NA,NA,NA
25950,36852,36852,NA,NA,NA
25969,36852,36852,NA,NA,NA
25967,36834,36834,1400000,1698041,0.00540833717640641
25529,36835,36852,NA,NA,NA
26001,36852,36852,NA,NA,NA
2751,36834,36834,950000,1054000,0.00235753154944792
26009,36852,36852,NA,NA,NA
25633,36815,36852,NA,NA,NA
25631,36834,36852,NA,NA,NA
25554,36832,36852,NA,NA,NA
24979,36845,36852,NA,NA,NA
25896,36852,36852,NA,NA,NA
25952,36852,36852,NA,NA,NA
26011,36852,36852,NA,NA,NA
25932,36852,36852,NA,NA,NA
25559,36833,36852,NA,NA,NA
26013,36852,36852,NA,NA,NA
25603,36851,36852,NA,NA,NA
26020,36852,36852,NA,NA,NA
25990,36834,36793,358086.06,802262.68,0.0113231284045529
25991,36852,36852,NA,NA,NA
25593,36899,36852,NA,NA,NA
26000,36852,36852,NA,NA,NA
2470,36769,36769,850000,891508.26,0.00228928345614592
2611,36835,36852,NA,NA,NA
25623,36786,36852,NA,NA,NA
25973,36786,36786,500000,2719700.89,0.00665216513800339
2739,37903,37903,2476652,2562928,0.0080147278436625
26017,36852,36852,NA,NA,NA
25933,36852,36852,NA,NA,NA
2475,36899,36899,1500000,2483297.33,0.0021917761055255
25963,36852,36852,NA,NA,NA
25960,36852,36852,NA,NA,NA
25998,37903,37903,2818310.18,2906580.04,0.00338283316937933
25992,36852,36852,NA,NA,NA
25987,36852,36852,NA,NA,NA
23830,36769,36852,NA,NA,NA
25837,36779,36852,NA,NA,NA
26012,36852,36852,NA,NA,NA
25996,36852,36852,NA,NA,NA
25637,36844,36852,NA,NA,NA
